173,2,8,8,16,8
174,2,10,14,16,8
175,2,9,11,16,12
176,2,9,13,16,10
177,2,21,12,16,14
178,2,10,7,16,22
179,2,22,8,16,22
180,2,9,7,16,7
181,3,20,7,16,11
182,2,9,20,16,11
183,2,13,22,21,21
184,2,17,9,21,18
185,2,13,10,21,20
186,2,22,22,21,20
187,2,11,9,21,13
188,2,21,11,21,9
189,2,18,13,21,9
190,2,7,13,21,9
191,2,18,18,21,8
192,2,8,14,21,8
193,2,20,9,21,12
194,2,11,20,21,10
195,2,11,17,21,10
196,2,17,8,21,10
197,2,20,17,21,14
198,2,13,22,21,14
199,2,14,14,21,14
200,2,13,18,21,22
201,2,11,22,21,7
202,2,17,9,21,7
203,2,10,13,21,11
204,2,10,22,21,11
205,2,7,18,21,11
206,2,17,11,21,11
207,2,17,9,18,18
208,3,13,17,18,20
209,2,22,8,18,20
210,2,20,13,18,9
211,2,7,8,18,9
212,2,18,7,18,8
213,2,22,22,18,12
214,2,18,14,18,10
215,2,12,17,18,10
216,2,17,11,18,10
217,2,13,8,18,14
218,2,12,10,18,7
219,2,20,12,18,11
220,2,20,7,18,17
221,2,11,11,18,17
222,2,11,17,18,17
223,2,10,17,20,20
224,2,14,9,20,20
225,2,7,8,20,20
226,2,13,8,20,9
227,2,10,10,20,9
228,2,13,22,20,12
229,2,9,17,20,14
230,2,7,22,20,14
231,2,10,14,20,22
232,2,10,11,20,22
233,2,13,14,13,13
234,2,7,12,13,9
235,2,9,12,13,12
236,2,9,14,13,12
237,2,10,8,13,12
238,2,12,7,13,10
239,2,8,17,13,14
240,2,11,8,13,14
241,2,9,11,13,22
242,2,12,11,13,22
243,2,8,10,9,8
244,2,14,22,9,8
245,2,17,14,9,12
246,2,7,17,9,11
247,2,11,17,8,8
248,2,10,12,8,12
249,3,12,11,8,10
250,2,7,11,8,14
251,2,17,22,12,12
252,2,22,10,12,10
253,2,7,14,10,22
254,2,11,7,14,7
255,3,7,17,14,17
256,2,11,17,22,17
